# id	sub	bounty	ncom	ageH	tags	title
1577872	AskSN	0	5	1.1	FRESH,HOT	Keep your projects anonymous or put your reputation behind them?
1577872	AskSN	0	5	1.1	FRESH,HOT	Keep your projects anonymous or put your reputation behind them?
1577623	bitcoin	0	30	6.9	HOT	The Progressive Bitcoiner shuts down and then tries to raise $2m
1577589	bitcoin	0	8	7.3	HOT	Sunday Survey: Do you mine?
1577452	bitcoin	0	5	13.8	HOT	Recover Multi sig without a coordinator software???
1577321	bitcoin	0	3	21.3	HOT	Every disparaging Bitcoin comment fr Peter Schiff & Jason Calacanis vs. BTC/USD
1577690	bitcoin	0	4	5.7		Crypto Blew Its Big Moment—and the Blame Game Has Begun  WSJ
1577686	bitcoin	0	1	5.8		Wedding Day🕍✨
1577274	AskSN	0	2	23.6		Can Bitcoin Reclaim $100,000 in 2026? One Factor Could Decide Everything.
1577481	meta	0	0	11.7		This Day on SN: September 20
1577750	AI	0	1	4.8		wtf is jev? - YouTube
1577726	tech	0	1	5.1		Speaking With The Mind | Neuralink
1577735	tech	0	0	5.0		Malware npm evades GitHub defenses by hiding in runtime code
1577319	tech	0	1	21.4		How Hacker News ranking works: scoring, controversy, and penalties (2013)
