# id	sub	bounty	ncom	ageH	tags	title
1539600	bitcoin	0	7	1.0	FRESH,HOT	How do I privately spend 1367 BTC given to me by NVK's friends?
1539582	bitcoin	0	1	1.5	FRESH,HOT	Maintainer of peerswap advises temporarily disabling peerswap...
1539078	bitcoin	0	32	10.7	HOT	Dear podcasters & influencers
1539276	bitcoin	0	84	7.0	HOT	Boltz and ZeusLSP temporarily shut down swap services
1539063	bitcoin	0	11	11.1	HOT	Until You Spend It, Bitcoin Isn't Money
1539218	bitcoin	0	17	7.8	HOT	ColdCard and Personal Responsibility
1539573	bitcoin	0	4	1.7	FRESH	Bitcoin Policy institute Coldcard bug explainer
1539033	bitcoin	0	13	12.1	HOT	MARA Slipstream now available as a permissionless public good
1539095	news	0	3	10.4	HOT	BitMex Research becomes Farside Insights
1539074	bitcoin	0	22	10.8	HOT	Rob Hamilton spends $10k scanning Bitcoin projects, finds multiple vulns
1538828	bitcoin	0	12	22.8	HOT	GLM-5.2 was able to easily find the ColdCard vulnerability
1539442	bitcoin	0	0	4.3		The COLDCARD Incident — Last Week in Bitcoin (Jul 27 - Aug 02)
1539443	bitcoin	0	0	4.2		Everything You Need to Know About the COLDCARD Hack
1539047	bitcoin	0	1	11.6		Buying Bitkey in Europe
1539267	bitcoin	0	0	7.1		Bitcoin Tech Talk #512: ColdCard RNG, Nudge Unit, Steel, Power, Scammy Produdcts
1539067	security	0	4	11.0		Coldcard exploit: Can Blockchain analysis mistakenly blacklist our “Clean”coins?
1538857	bitcoin	0	4	21.8		Bitcoin works, it makes sense, and it will continue to exist.
1538985	meta	0	1	13.8		This Day on SN: August 3
