# id	sub	bounty	ncom	ageH	tags	title
1553301	bitcoin	0	13	4.1	HOT	Some sad news
1553251	bitcoin	0	1	6.4	HOT	mempool.bitmixlist.org - A mempool.space mirror
1553328	bitcoin	0	7	3.2	HOT	How Our Meetup Buys Pizza
1553296	bitcoin	0	3	4.3	HOT	I'll sleep at a bitcoiner
1553433	AskSN	0	0	0.3	FRESH	Which Linux distro are you daily driving?
1553294	bitcoin	0	2	4.3		Sunday Survey: Is Bitcoin Maximalism dead?
1553204	bitcoin	0	2	7.8		If AI is creating abundance how does it impact Bitcoin?
1552905	bitcoin	0	0	23.6		New Release: ZEUS v13.2.0
1553182	meta	0	0	8.4		This Day on SN: August 23
1553288	tech	0	1	4.4		"We are watching medicine pivot on its axis"
