# id	sub	bounty	ncom	ageH	tags	title
1535596	bitcoin	0	15	1.8	FRESH,HOT	Looking for someone to record a voiceover for a Bitcoin commercial.  Gig pays.
1535532	bitcoin	0	2	3.4	HOT	Satoshi Nakamoto’s Cryptography Encyclopedia Discovered - Claims Scott Stornetta
1535282	bitcoin	0	1	14.8	HOT	Silent Payments functions merged into libsecp256k1 - BIP352 | Pull Request #1765
1535068	bitcoin	0	1	21.9	HOT	Sig aggregation, Wasabi, Coinswap, SPs - Bitcoin Optech Newsletter #415 Recap
1535090	tech	0	1	21.5	HOT	Silent Payments Sender — Electrum Plugin
1535207	tech	0	3	18.2	HOT	Malaysia Shuts Down Balaji's Network School
1535090	tech	0	1	21.5	HOT	Silent Payments Sender — Electrum Plugin
1535548	tutorials	0	0	3.1		Audit this Bitcoin education for me
1535392	bitcoin	0	2	8.1		The Bitcoin Post Office — The mempool as a postal operation
1535360	bitcoin	0	0	9.8		Very good info about BIP-110
1535436	bitcoin	0	0	6.0		BIP 360 (P2MR) implemented in Bitcoin Core on regtest: vector results, ...
1535163	bitcoin	0	0	20.1		BIP-54 Coinbase Locktime set
1535554	meta	0	8	3.0		What are you working on this week?
1535062	AI	0	1	22.0		An interview with Elon Musk
1534993	security	0	6	23.2		Windows 11 has a GDID tracker with no off switch, circumventing VPNs
