# id	sub	bounty	ncom	ageH	tags	title
1548539	bitcoin	0	3	0.5	FRESH,HOT	Endogenous Podcast Boosting
1548555	AI	0	0	0.1	FRESH	Bitcoin Backed Loan Tracker
1548216	bitcoin	0	13	18.7	HOT	Zeus Post-Mortem: Security Update - August 5th, 2026
1548121	news	0	12	21.4	HOT	Losses Climb to $112m: State of Coldcard Investigation - Alex Thorn
1548064	bitcoin	0	0	22.5	HOT	BIP-322 verifier accepts proofs signed by unrelated keys for P2WPKH, P2SH-P2WPKH
1548016	bitcoin	0	7	23.8	HOT	I’ve been buying my cat’s food with sats 🐱⚡
1548049	gaming	0	4	22.9	HOT	I've been thinking about some stuff, no, it's not clickbait, or is it?
1548179	bitcoin	0	1	20.2		INSIDE OCEAN MINING DURING THE BIP-110 CHAIN SPLIT | Bob Burnett Interview
1548225	bitcoin	0	1	18.2		How to Get Rich in America | SNL #237
1548125	tech	0	0	21.3		About Apple threat notifications and protecting against mercenary spyware
