# id	sub	bounty	ncom	ageH	tags	title
1503935	art	0	9	12.3	HOT	A Japanese artist drew an 84-page Bitcoin manga. We translated it into English
1503887	the_stacker_muse	0	7	15.9	HOT	[HM] Adventures of PLATO: The World's First Bitcoin Road Trip
1504013	bitcoin	0	0	5.1	HOT	Bitcoin Kernel dev/Bitcoin Core maintainer on validation logic in Bitcoin Core
1504024	AI	0	1	4.2	HOT	AI Stock meltdown? [megathread]
1503813	bitcoin	0	0	19.0	HOT	DC BitDevs #20
1503833	meta	0	0	18.1	HOT	SN Saturday Newsletter 6/6/26
1503934	art	0	3	12.5		Proof of Work - Chapter 1
1503872	news	0	0	16.9		Payment Adoption Weekly Brief 2026/23
1504015	meta	0	0	4.8		This Day on SN: June 7
1504030	AI	0	0	3.7		AMD Believes Unified Memory Architectures Open Up a "World of Possibilities"
