# id	sub	bounty	ncom	ageH	tags	title
1543487	bitcoin	0	4	0.4	FRESH,HOT	How long until a bip110 signalling block is mined after mandatory signalling?
1543505	bitcoin	0	0	0.1	FRESH,HOT	monitoring livestream: BIP-110 soft-fork: mandatory signaling at height 961632
1543355	bitcoin	0	21	3.2	HOT	How to Set Up BTCPay Server Better After the Hack?
1543068	bitcoin	0	20	9.2	HOT	69 blocks left until mandatory BIP-110 signaling
1542814	bitcoin	0	14	21.3	HOT	BIP-110 Code Review
1543194	bitcoin	0	7	6.1	HOT	Coin-splitting idea if a BIP110 chain split actually happens
1543020	bitcoin	0	5	10.8	HOT	There are no 'economic' nodes in the Bitcoin network
1542981	bitcoin	0	0	13.2	HOT	The Paranoid Wallet — Citadel21
1542747	bitcoin	0	3	22.8	HOT	Anzen: Bitcoin’s Self-Custody Trilemma - Luke Childs
1543252	meta	0	1	5.3	HOT	SN Saturday Newsletter 8/8/26
1543329	tech	0	2	3.9	HOT	RAM production worldwide is sold out through 2027
1542722	tech	0	2	23.4	HOT	Signal app on registration without a phone number. But what form will it take?
1543234	bitcoin	0	6	5.5		2.5 years accepting Bitcoin: 19 bookings and 43 nights paid in sats. Failure?
1543351	bitcoin	0	0	3.4		100BTC Bitcoin Challenge - Hackers Still Can't Touch It
1542940	bitcoin	0	1	16.6		Why the Fight Over BIP-110 Turned Bitcoiners Against Bitcoiners
1542771	bitcoin	0	0	22.3		AI Is Finding Bitcoin Vulnerabilities | SNL #236
1542861	security	0	0	20.6		Anzen - 2 of 2 bitcoin wallet and vault scheme
