# id	sub	bounty	ncom	ageH	tags	title
1492485	AI	0	4	18.6	HOT	We Built a Digital Guy Fawkes Mask (and It Might Actually Work)
1492349	bitcoin	0	3	20.9	HOT	Alby Hub v1.22.2 Marc Horowitz — CLN support, on-chain wallet, AI & agents
1492370	bitcoin	0	9	20.4	HOT	Zeus experimenting with CLINK offers
1492293	the_stacker_muse	0	16	22.2	HOT	BITCOIN HISTORY MONTH ON STACKER NEWS - 400k SATS IN PRIZES!
1492322	bitcoin	0	11	21.3	HOT	2 Years Off-grid: Reflections on Bitcoin Progress
1492474	meta	0	16	18.7	HOT	Stacker News Monthly: April 2026 - Return of the Abs  )+(
1492717	tech	0	5	11.1	HOT	The Quiet Renovation at Bitwarden - ByteHaven
1492539	news	0	4	17.4		Prime Trust estate demands $970M in digital assets, cash from Swan in court
1492668	bitcoin	0	0	13.3		Bitcoin Tech Talk #501: Privacy, Boomers, Academic Ethno-Nepotism, Spencer Pratt
1492552	math	0	1	17.0		Schnorr, But with Vectors – Lattice-based Signatures Explained
1492352	bitcoin	0	2	20.8		📣 AMA Anouncement: AMA with a Normie #2! 10AM Wednesday, 20 May
1492575	bitcoin	0	1	15.9		Milei's Austrian Scam by the Numbers
1492303	bitcoin	0	0	21.9		BitBox 05.2026 Geneva Update
1492832	tech	0	0	4.4		The last six months in LLMs in five minutes
1492718	AI	0	0	11.1		Pope Leo's encyclical focusing on AI "Magnifica Humanitas" due out May 25
1492564	lol	0	1	16.4		Yes, you can serve a website from a $1 microcontroller
