# id	sub	bounty	ncom	ageH	tags	title
1549206	bitcoin	0	1	5.4	HOT	When the news of the Coldcard hack hit the hood...
1549006	bitcoin	0	24	14.9	HOT	At what point did we stop caring about freedom?
1548940	mostly_harmless	0	6	18.5	HOT	Perhaps Nothing Is Wrong.
1549366	bitcoin	0	1	1.8	FRESH	24 definitions of Bitcoin:
1548813	meta	0	6	22.7	HOT	SN Saturday Newsletter 8/15/26
1549347	bitcoin	0	1	2.5		Satoshi Nakamoto Defended Bitcoin against an overflow bug 16 Years Ago Today
1549242	bitcoin	0	2	4.5		bitcoin-node-os-fingerprint via nmap - ViniciusCestarii
1549036	bitcoin	0	2	12.5		Ungovernable: A movement of resistance podcast
1549026	Design	0	1	13.5		Freedom.Tech | Daily Freedom Technology Intelligence News Desk
1548842	bitcoin	0	21	22.2		Bitcoin Doesn’t Make Politics Irrelevant
1548835	bitcoin	0	1	22.3		aeonBTC/IbisWallet awards bug bounty to Bitcoin red team
1549100	meta	0	0	9.6		This Day on SN: August 16
1549159	tech	0	3	7.1		PBS station fears losing 50TB after being ghosted by cloud storage provider
1549358	security	0	0	2.3		TryHackMe's HackerHolidays 2026 Event - Day 05 - Beach Bar [writeup]
1549166	gaming	0	0	6.8		Modern OLEDs are just as vulnerable to burn-in as 2017 panels
