# id	sub	bounty	ncom	ageH	tags	title
1525867	bitcoin	0	12	22.1	HOT	hardware wallets vs dedicated generic devices
1525907	bitcoin	0	3	20.8	HOT	BOOK on BOOKS: "Hijacking Bitcoin: The Hidden History of BTC," by Roger Ver
1525899	AI	0	1	21.0	HOT	COMPUTER COPS: Inside the big business of selling AI to the police
1525893	gaming	0	7	21.3	HOT	The PS6 sure sounds like a handheld
1526265	security	0	3	5.1		Two Password Guesses Left Before $840 Million Deletes Itself Forever
1526287	bitcoin	0	2	2.0		What Happens When You Try To Live On A Bitcoin Circular Economy?
1526219	bitcoin	0	2	8.7		Neymar wears a R$2,400 T-shirt featuring Satoshi Nakamoto's name.
1526090	bitcoin	0	12	15.6		Joe Rips Bukele A New One
1526133	bitcoin	0	6	14.0		BIP110 fork monitor visualization
1525904	bitcoin	0	4	20.9		📣 AMA Announcement: Mechanic - FRIDAY 1PM
1525929	bitcoin	0	1	20.2		Breez x Turnkey: Instant Bitcoin at Enterprise Scale 🔥
