# id	sub	bounty	ncom	ageH	tags	title
1514120	bitcoin	0	8	4.7	HOT	Forensic Analysis: Hal Finney Actually Missed the Bitcoin Launch
1513929	the_stacker_muse	0	29	10.6	HOT	🤔 So You Wanna Work In Bitcoin...
1513709	bitcoin	0	11	22.6	HOT	[HM] - The Hacker Who Left Bitcoin to Go to War
1514099	bitcoin	0	4	5.3	HOT	BIP110 Fork Simulator: Can BIP110 Lead to Chain Split?
1513702	bitcoin	0	0	22.7	HOT	BIP125 signaling, Ark Q&A - Bitcoin Optech Newsletter #410 Recap Podcast
1514264	bitcoin	0	0	0.2	FRESH	Celebrating the Builders of the Bitcoin++ Open Source Edition Hackathon
1514136	tech	0	5	4.5		⚡️ EarnVPN: A VPN that pays you Bitcoin ⚡️
1514080	bitcoin	0	2	5.6		The Julian Assange Film Streamers Wouldn’t Touch Turns To Bitcoin
1514180	bitcoin	0	0	3.1		Bitcoin Mining Terminal | Hashlabs
1514202	bitcoin	0	0	2.2		Local Signet Stack for Sparrow Wallet - Bitcoin Ubuntu
1513753	bitcoin	0	1	21.1		Taproot Assets v0.8 and SDK: Building "Stablecoins" at Lightning Speed
1514123	meta	0	11	4.7		What are you working on this week?
1513683	meta	0	30	23.4		Downzaps Censoring in Practice
1513751	meta	0	6	21.2		Capitalize my name?
1514136	tech	0	5	4.5		⚡️ EarnVPN: A VPN that pays you Bitcoin ⚡️
1514169	AI	0	4	3.3		OpenAI designed and built their first AI chip: Jalapeño.
1514023	tech	0	0	7.5		Is True Self-Sovereign Identity Finally Possible on Bitcoin?
