# id	sub	bounty	ncom	ageH	tags	title
1482875	bitcoin	0	42	15.6	HOT	Where should JoinMarket development focus next?
1482952	bitcoin	0	19	13.5	HOT	What part of Bitcoin took you longest to understand?
1482904	bitcoin	0	1	14.6	HOT	nullc losing patience with luke-jr and knots rabble
1482910	bitcoin	0	12	14.4		PACTs: Protecting Your Bitcoin From a Quantum Sunset
1482677	bitcoin	0	0	23.9		BOLT12 Pay now supports native clearnet exposure on StartOS (no tunnel needed)
1482733	bitcoin	0	0	21.2		Why funding open source is NOT philanthropy with Pavlenex
1482700	bitcoin	0	1	22.5		January 15th, 2011 - Barcamp San Diego - "Bitcoin Q&A"
1483137	meta	0	9	9.5		SN Saturday Newsletter 5/2/26
1483020	meta	0	7	12.0		Boosters vs Downzappers 2
1482726	meta	0	0	21.5		This Day on SN: May 2
1482734	AI	0	4	21.2		AMD Ryzen AI Halo Box: Mini PC with 128 GB of shared memory
