# id	sub	bounty	ncom	ageH	tags	title
1551592	bitcoin	0	7	9.5	HOT	Coinos NWC keys rotated
1551640	AI	0	1	8.2	HOT	One thing L402 can learn from x402
1551573	bitcoin	0	1	9.8	HOT	Bitcoin Dev Launchpad First Cohort: Alumni Outlook
1551336	AskSN	0	11	18.6	HOT	Have you ever had a utxo rejected by an exchange, merchant, or gift card co?
1551476	bitcoin	0	9	12.4	HOT	We replaced our ledger with two functions - River
1551313	the_stacker_muse	0	6	20.5	HOT	You Cannot Store "Lifetime" - John Carvalho
1551441	bitcoin	0	0	13.8	HOT	1k+ ETH in Phishing Attack After Using Tornado Cash’s Expired Official Domain
1551365	tech	0	6	16.9	HOT	IDN homograph phishing and an election in Alaska
1551824	lol	0	0	0.8	FRESH	What else can you use to find subdomains?
1551734	security	0	2	4.9		Atomiq, bitcoin alt swapper, shuts down following "sophisticated AI attacks"
1551683	tech	0	0	6.5		satd (full Bitcoin node in Rust): Guided Code Tour
1551564	AskSN	0	6	10.0		Bitcoin Survey 🤔⚡⚡
1551505	lol	0	1	11.4		COLDCARD Security Update: Seed Generation, Transaction Integrity, Data Isolation
1551283	AskSN	0	10	22.9		It's time to build
1551376	bitcoin	0	2	16.4		🔥 SATS Routing | Non-Custodial Bitcoin Bridge
1551354	meta	0	0	17.5		This Day on SN: August 20
1551683	tech	0	0	6.5		satd (full Bitcoin node in Rust): Guided Code Tour
1551673	tech	0	0	6.8		Watching TikTok and Instagram deactivates the cognitive control network: Study
1551347	tech	0	1	17.6		Don't Paste the AI, please
1551496	AI	0	3	11.7		A Chinese AI robot just broke Usain Bolt’s 100m record.
