# id	sub	bounty	ncom	ageH	tags	title
1520572	bitcoin	0	1	0.7	FRESH	Nordic Node #2 (Six Weeks Overdue?!): Lambs, Bitcoin Adoption, and Criminals
1520526	bitcoin	0	2	2.0	FRESH	Cairn — the Bitcoin homescreen
1520589	meta	0	3	0.2	FRESH	Where is DarthCoin?
1520525	bitcoin	0	7	2.0		Does Wallet Of Satoshi Have FDIC Insurance?
1520358	bitcoin	0	3	7.6		Ledger announces support for two NIST post quantum standards
1520515	bitcoin	0	0	2.3		AOC Will Send Bitcoin To $1M — Here's The Math | Dave Weisberger
1520169	bitcoin	0	10	14.0		Why isn't more of the BTC space using Elixir/OTP?
1520403	bitcoin	0	2	6.8		Hope With Bitcoin,
1520296	bitcoin	0	8	8.7		Trustless: "Non custodial" Bitcoin-only mobile wallet.
1520265	bitcoin	0	0	9.6		pricenode-attestation: Attestation for Bisq pricenode data - BcnBitcoinOnly
1520483	tech	0	2	3.7		US home battery installations hit record high on rising electricity costs
