# id	sub	bounty	ncom	ageH	tags	title
1550704	bitcoin	0	0	2.1	HOT	Bitcoiners are banking the unbanked! - Goal reached on 1st Recoverable Grant
1550600	bitcoin	0	0	9.1	HOT	Future of this repo - bitcoin-core/HWI
1550264	events	0	2	18.7	HOT	Austin Bitdevs August 2026 - THIS THURSDAY at 6PM!
1550711	tech	0	0	1.4	FRESH	The Blackout That Could Devastate America | The New York Times
1550715	tech	0	0	0.8	FRESH	Git at any scale - Cursor
1550571	bitcoin	0	0	10.4		coco v2.0.0 - cashubtc
1550446	bitcoin	0	3	13.5		Club Orange launches Buy Bitcoin in the US.
1550280	bitcoin	0	1	18.1		Blueberry - Overtorment
1550555	bitcoin	0	0	11.0		Fanquake and Martin Zumsande - Bitcoin Optech Newsletter #418 Recap Podcast
1550283	bitcoin	0	2	17.9		RFC 7282: On Consensus and Humming in the IETF
1550218	meta	0	0	20.8		This Day on SN: August 18
