# id	sub	bounty	ncom	ageH	tags	title
1574866	bitcoin	0	1	1.5	FRESH	5 Ways To Retire On Bitcoin At Any Age
1574314	bitcoin	0	3	16.7	HOT	Latest Strikes #36 & #37 - Augst 31st - September 13th 2026
1574547	bitcoin	0	5	10.8	HOT	Average wealth of jurors in Miami: $30 billion
1574395	AskSN	0	15	14.2	HOT	What do lightning node operators use to automatically adjust fees & liquidity?
1574462	bitcoin	0	3	12.8	HOT	BIP 461: Deterministic ECDSA Signatures
1574297	AskSN	0	4	16.9	HOT	Which is the most valuable invention AI, Bitcoin, or Nuclear power?
1574147	AI	0	2	19.3	HOT	Something's been bugging me // Niklas Gögge
1574491	meta	0	20	12.0	HOT	Quotes from The Blocksize War (2021)
1573902	meta	0	3	22.8	HOT	What are you working on this week?
1573953	meta	0	8	22.3	HOT	Reflecting a bit on The Zap Wars \ stacker news
1574222	tech	0	2	18.2	HOT	Scientists develop new method for deciphering ancient scrolls
1574480	tech	0	5	12.2	HOT	Signal requests beta feedback for release with phonenumberless registration
1573832	AI	0	4	23.6	HOT	We don't need AI regulation — leave safety to us, Nvidia's Jensen Huang says
1574346	AI	0	0	15.7	HOT	Datacenter rush will create ‘tsunami’ of discarded electronics, report says
1574835	bitcoin	0	3	2.0		Your Bitcoin wallet is talking to someone. Make sure it's you.
1574784	bitcoin	0	4	3.1		Sparrow wallet 2.5.5
1574546	AskSN	0	3	10.8		Setting up a Mostro 🧌 node for your local Bitcoin
1574551	bitcoin	0	2	10.6		Did You Know This About The Clarity Act?
1574352	lol	0	6	15.5		The Strategic Reserve of Fugazi
1574176	bitcoin	0	1	18.9		How Jade Protects Your PIN Without a Secure Element
1574207	news	0	0	18.5		Hamas tells donors to avoid Binance and use Bybit, OKX or Kast instead
1574038	bitcoin	0	1	20.7		What She Couldn't Freeze: The Money the State Couldn't Reach
1573819	bitcoin	0	1	23.8		Bitcoin-Safe and Keystone video tutorial - Testnet and Mainnet walkthrough
1573826	bitcoin	0	1	23.6		Did You Know This About The CLARITY Act?
1574748	meta	0	0	3.8		This Day on SN: September 17
1574695	news	0	2	5.5		Hackers demand Revolut pay $3mn ransom after data breach
1574655	tech	0	0	6.4		Tails v7.13 is out - Release notes for the latest version
1574328	DIY	0	2	16.3		I turned my old Android phone into a Home Assistant server and it actually works
1574324	AI	0	0	16.5		TimesFM: a pretrained time-series foundation model developed by Google
1574267	news	0	0	17.3		Hackers stole Flock camera software, revealing how it tracks cars and people
1574312	tech	0	0	16.7		Ars Technica Review of Mac OS 27
1574333	tech	0	0	16.2		Training a 4B model to produce 81% faster query plans than Postgres
1574010	news	0	0	21.3		Meme coin trader loses $600k to fake Cloudflare check on DexScreener
1573932	news	0	0	22.5		Iranian cyber targeting of dissidents, activists and journalists
1574061	tech	0	0	20.2		Small Programming Tricks
1573913	tech	0	2	22.7		Linux Randomly Picking Idle CPU Cores Show Modest Win On High Core Count Systems
1573982	tech	0	0	21.9		Dream-RSI: Recursive Self-Improvement through Evolving Worlds
1573821	tech	0	0	23.8		Hackers Got Inside a Flock Camera. Its Data Shows How the System Really Works
