# id	sub	bounty	ncom	ageH	tags	title
1513175	bitcoin	0	0	0.7	FRESH,HOT	Bagholders and Bitcoiners: Strategy's Dilution as a Service (FT, Craig Coben)
1513166	bitcoin	0	0	1.2	FRESH	CoinJoin.nl
1512794	bitcoin	0	28	11.2	HOT	Why BIP-110 Matters More Than Ever
1513102	bitcoin	0	8	3.8		craigraw from Sparrow plea for help
1512766	gaming	0	3	11.8		ChainDuel V2: Changing the Equation
1512886	bitcoin	0	3	9.3		The Blockstream Mining Note Accusations - BitMex Research
1512724	bitcoin	0	2	13.8		Privately running privacy heuristics on your UTXOs without running your own node
1512849	bitcoin	0	1	9.9		Inside P2Pool v2 - Raunak (R27)
1512922	bitcoin	0	0	8.7		Bitcoin Tech Talk #506: Autonomous Cars, Quebec, Failed Democracy and more!
1512635	bitcoin	0	4	20.4		The Grafting Trick Anyone Can Do - Bitcoin Gardening
1513010	AI	0	0	6.6		"Cobots" now become the next layer of tech-caused job loss, the future is here
