# id	sub	bounty	ncom	ageH	tags	title
1524953	bitcoin	0	1	1.9	FRESH	Covenant Basics - BitScript
1524412	bitcoin	0	7	23.0	HOT	Ocean Mining describes how they will handle August and September
1524880	bitcoin	0	2	3.6		Bitcoin-Fork-Governance-Study - pfoytik
1524755	bitcoin	0	9	5.8		Austin BitDevs: Underground - July Edition - THURSDAY, July 16 at 6PM!
1524829	bitcoin	0	3	4.7		Bitcoin Battlefield -- Turn the 1 second bitcoin chart into an actual war
1524803	bitcoin	0	9	5.1		bark-btcpay - Second Tech
1524648	bitcoin	0	0	8.3		📣 AMA Announcement: Alekos Filini - 11AM WEDNESDAY
1524523	lol	0	1	15.7		SUPER SAYLOR · 21 levels. 21 rules. One chair.
1524602	bitcoin	0	0	9.6		BitFitness: Proof Of Work, Proof Of Wellness
1524563	Geyser_community	0	1	11.6		A Question I Couldn't Answer
1524579	meta	0	1	10.7		This Day on SN: July 14
