# id	sub	bounty	ncom	ageH	tags	title
1533211	bitcoin	0	1	17.9	HOT	Sunday Survey: How many blocks will BIP110 signaling blocks be mined on 8/8/26?
1533307	bitcoin	0	13	15.8	HOT	What’s the best wallet to connect to SN?
1533091	meta	0	3	21.2	HOT	Improvements to post editing shortcuts
1533562	bitcoin	0	10	9.3		I built an app for Bitcoiners to see their lives priced in sats. Meet Compass!
1533196	bitcoin	0	4	18.3		Omega Splice - Dusty Daemon
1533542	bitcoin	0	2	10.2		BIP352 Silent Payments sender plugin for Electrum
1533569	gaming	0	0	8.9		Bitcoin is a truth telling machine...
1533368	bitcoin	0	0	14.5		Hummingbird: The Bitcoin Jungle Story | FULL MOVIE | Documentary
1533278	bitcoin	0	5	16.4		Satoshi Sharps announces this year's buy-ins for NFL Survivor. Pleb & Whale pool
1533092	bitcoin	0	1	21.2		BitMart Exchange is shutting down
1533116	bitcoin	0	0	20.7		🛡️ 100 errores reales en autocustodia de bitcoin.
1533071	meta	0	0	22.4		This Day on SN: July 26
1533420	AI	0	0	13.3		How much energy do data centers and artificial intelligence use?
