# id	sub	bounty	ncom	ageH	tags	title
1546435	bitcoin	0	1	0.6	FRESH,HOT	Bitcoin Core v32.0 is targeted for release in October. What is in it?
1545803	bitcoin	0	49	22.1	HOT	Who's a bigger bitcoin villain to you?
1546122	bitcoin	0	3	12.3	HOT	Floresta Roadmap 2026: From Building Capabilities to Hardening the Node
1546237	tech	0	4	5.9	HOT	Bitcoin Airgap QR Workbench
1546247	bitcoin	0	1	5.4	HOT	BIP-110 monitor setup
1546207	bitcoin	0	3	6.9	HOT	Any good data visualization for Bitcoind?
1545902	bitcoin	0	21	19.2	HOT	How not to change your proof of work algorithm
1546011	security	0	7	16.5	HOT	Coldcard: the technical autopsy of an entropy failure
1546403	bitcoin	0	1	1.1	FRESH	Roy Sheinfeld [Breez] on Stephan Livera Podcast: Breez, Lightning, and Glow ⚡️
1545899	bitcoin	0	10	19.3	HOT	The Humble Pies Begin: BIP-110 Requiem
1545879	bitcoin	0	7	20.1	HOT	Thanks & Goodbye ⚡🤖🤝
1546395	meta	0	1	1.4	FRESH	What are you working on this week?
1546237	tech	0	4	5.9	HOT	Bitcoin Airgap QR Workbench
1546155	tech	0	1	10.0	HOT	I didn't set a cookie.
1546397	science	0	4	1.3	FRESH	South Korea Just Published a Technology To-Do List for the Next Decade
1546335	bitcoin	0	9	3.0		BTC vote: Who do you prefer as Brazil’s next president?
1546185	bitcoin	0	21	7.6		Roughnecks mined the third block about three hours ago
1546301	bitcoin	0	2	3.7		How to destroy bitcoin (and what happened to the 107 coins burned in May)
1546275	AI	0	5	4.4		402, Charted - Tracking the rise of L402, x402, and MPP
1546157	bitcoin	0	0	9.9		Libshrincs: A C implementation with a machine-checked security proof
1545963	bitcoin	0	4	18.0		Of the Two Scarcities and the Eternal Postponement of the Blockspace Apocalypse
1545837	bitcoin	0	1	21.3		Bitcoin's Role in Ukrainian Reconstruction
1546078	bitcoin	0	4	14.7		The resurrection of @inp2bot
1546058	AI	0	0	15.1		Methodology: Rise of Agentic AI force security teams to become research aware
