# id	sub	bounty	ncom	ageH	tags	title
1567039	bitcoin	0	1	1.8	FRESH,HOT	Freedom maxing is for retarded phaggots
1567047	bitcoin	0	2	1.7	FRESH,HOT	OP_RETURN Messenger — the Liquid hacker negotiations as a live chat app
1566740	AskSN	0	9	6.5	HOT	Phishing attack underway targeting @BitBoxSwiss and @Trezor customers via email.
1566339	bitcoin	0	65	13.0	HOT	Is L-BTC a shitcoin?
1566096	bitcoin	0	57	16.9	HOT	Liquid hacker: "You shall pay for your dereliction of duty"
1566607	bitcoin	0	3	9.3	HOT	Bitcoin Core 31.1 released
1566168	bitcoin	0	2	15.9	HOT	Cornell Bitcoin Adoption Index — 2026 Edition
1565990	bitcoin	0	25	19.5	HOT	Albyhub Update ASAP!!!
1566271	meta	0	35	14.2	HOT	who tf spent almost half a million sats in downzapping yesterday?
1566474	tech	0	4	10.9	HOT	Apple Debuts the iPhone Duo, Its First Folding iPhone
1567014	AskSN	0	1	2.2		Conclusions of the @Inp2pBot forensic investigation, by its creator
1566517	news	0	3	10.4		Liquid Network update - new release as of 9 Sept 2026 1330 UTC
1566919	bitcoin	0	0	3.6		Man sentenced for Danbury kidnapping, Bitcoin robbery
1566865	bitcoin	0	1	4.9		Long live the downzappers ➖⚡
1566680	AI	0	2	7.7		For a good time...
1566903	bitcoin	0	0	4.2		$BTC  right now:
1566287	events	0	1	13.9		Hackalajara 2.0: PlebLab Startup Day Guadalajara Recap - Bitcoin News
1566658	security	0	0	8.3		Phishing Alert: Do Not Act on Unsolicited Liquid or Blockstream Messages
1565933	news	0	2	21.8		Iran turns to crypto to get around sanctions
1566201	bitcoin	0	0	15.5		Block Files OCC Charter for Builders Bank, a Purpose-Built Bitcoin Custody Trust
1565881	bitcoin	0	1	23.3		Post-quantum rescue protocols for Bitcoin
1566035	AskSN	0	3	18.6		my POW from rigly's blockparty
1566261	meta	0	11	14.3		What are you working on this week?
1566000	meta	0	0	19.3		This Day on SN: September 9
1566564	news	0	0	9.8		Starlink Quietly Debuts Router 4, Confirms It Features Wi-Fi 7
