# id	sub	bounty	ncom	ageH	tags	title
1513175	bitcoin	0	4	5.0	HOT	Bagholders and Bitcoiners: Strategy's Dilution as a Service (FT, Craig Coben)
1512794	bitcoin	0	30	15.5	HOT	Why BIP-110 Matters More Than Ever
1513227	bitcoin	0	0	2.1		State of the transaction privacy work in Bitcoin - delving
1513102	bitcoin	0	9	8.1		craigraw from Sparrow plea for help
1513166	bitcoin	0	0	5.6		CoinJoin.nl
1512766	gaming	0	3	16.2		ChainDuel V2: Changing the Equation
1512886	bitcoin	0	3	13.6		The Blockstream Mining Note Accusations - BitMex Research
1512724	bitcoin	0	2	18.1		Privately running privacy heuristics on your UTXOs without running your own node
1512849	bitcoin	0	1	14.3		Inside P2Pool v2 - Raunak (R27)
1512922	bitcoin	0	0	13.0		Bitcoin Tech Talk #506: Autonomous Cars, Quebec, Failed Democracy and more!
1513021	tech	0	2	10.4		Toyota Won’t Replace Every Recalled Tundra V6, and Some Owners Are Fed Up
1513010	AI	0	0	10.9		"Cobots" now become the next layer of tech-caused job loss, the future is here
