# id	sub	bounty	ncom	ageH	tags	title
1537306	bitcoin	0	2	1.9	FRESH,HOT	Has holding Bitcoin changed how you think about money?
1537022	security	0	18	6.7	HOT	Pleb Economist #13: ColdCard and the Law of Large Numbers
1536932	bitcoin	0	0	8.5	HOT	COLDCARD, CLN disclosures, zk proof of reserves - Bitcoin Optech Newsletter #416
1536996	DIY	0	19	7.1	HOT	Let's crowdsource a very short guide for people who used Coldcards
1536864	bitcoin	0	38	9.9	HOT	What is your spouse's response to the ColdCard entropy vulnerability?
1536720	security	0	23	14.9	HOT	Coldcard Mk2, Mk3, Mk4, Mk5, and Q Firmware Security Vulnerability
1537290	security	0	1	2.4	HOT	Loupe Project: Update #1
1536916	bitcoin	0	4	8.8	HOT	Entropy is what makes a bitcoin your bitcoin.
1537112	bitcoin	0	2	5.1	HOT	Tails OS - hotboot Linux distro from a 8GB USB stick (includes Electrum Wallet)
1537111	bitcoin	0	0	5.1	HOT	Latest Strikes 30 - Junly 20th-26th 2026
1536739	bitcoin	0	33	14.0	HOT	Technical Deep Dive into the Entropy Issue
1536984	bitcoin	0	2	7.3	HOT	Accept Bitcoin Lightning in OpenCart via CLINK: one-time Buy + auto-renew Subscr
1536875	bitcoin	0	0	9.7	HOT	joinmarket-ng/joinmarket-ng · Release 0.35.0
1537353	bitcoin	0	1	1.1	FRESH	What are the best hardware wallets to replace a coldcard
1536826	security	0	3	10.7	HOT	Hot take: The airgap didn't save Coldcard. A USB cable might have
1536863	tutorials	0	1	10.0	HOT	FYI: 10x Security Bitcoin Guide
1537172	bitcoin	0	24	4.4		To all Coinkite users and the entire Bitcoin community - NVK
1537107	bitcoin	0	13	5.3		Can self custody actually scale
1536955	bitcoin	0	3	7.8		Will MemPool fees be significantly higher today because of the ColdCard issue?
1537204	bitcoin	0	4	4.0		The False Promise of Commercial Hardware Wallets
1537267	AI	0	1	3.0		Spiral x Goose: The Best is Yet to Honk
1536897	bitcoin	0	0	9.4		Mike Schmidt on Bitcoin development progress in last 18 months
1536899	bitcoin	0	2	9.3		WARNING: "Trusted" Exchanges steal funds and cannot be trusted
1536852	bitcoin	0	0	10.1		Are We Taking Bitcoin Privacy Seriously Enough?
1536731	bitcoin	0	0	14.4		DIY BITCOIN PRIVATE KEY PROJECT (2022)
1536725	meta	0	1	14.7		special thanks to stacker.news for alerting me to the potential loss of funds
1536450	tech	0	2	22.8		Is The State Department Really Building "Freedom Tech"?
