# id	sub	bounty	ncom	ageH	tags	title
1502294	bitcoin	0	58	19.9	HOT	Yoo HT AMA LFG!
1502494	DIY	0	11	16.4	HOT	YOU will build the roads.
1502517	bitcoin	0	1	16.0	HOT	A hands-on guide to Silent Payments in Sparrow (BIP-352)
1502427	bitcoin	0	1	17.8	HOT	Latest Strikes #22 - May 25th - 31st 2026
1502689	news	0	25	8.2		The Orchard Counterfeiting Vulnerability - zooko
1502667	bitcoin	0	2	9.2		Proof of Work: AudioBook bridging the gap between Photography and Bitcoin
1502668	tech	0	1	9.1		The first known "Zap out" commerce event on Nostr - featuring @Oshi
1502576	bitcoin	0	0	14.0		A Bitcoin node monitoring tool and website bitnod.es is launched
1502579	bitcoin	0	0	13.8		P2WOTS: Live Signet & Interactive Wallet Demo
1502501	gaming	0	1	16.2		CMH World Cup Sweepstake
1502522	bitcoin	0	3	15.7		Better and Coinbase Celebrate First Token-backed Mortgage Backed by Fannie Mae
1502290	bitcoin	0	4	20.0		AvoPay Bitcoin – for WooCommerce & Web API
1502381	bitcoin	0	6	18.8		The Sneaky Return of the Shitcoiners
1502588	bitcoin	0	0	13.7		Bitcoin’s Quiet Role in the World Cup Economy
1502668	tech	0	1	9.1		The first known "Zap out" commerce event on Nostr - featuring @Oshi
1502490	tech	0	4	16.5		Mastercard expands settlement capabilities to include stablecoins
1502607	tech	0	0	13.0		Anthropic's open-source framework for AI-powered vulnerability discovery
