# id	sub	bounty	ncom	ageH	tags	title
1503329	bitcoin	0	0	0.4	FRESH,HOT	Added contributing documentation for Bitcoin Backbone
1503291	bitcoin	0	0	2.0	FRESH	Is AI Going to Destroy our Lives or Not? | SNL #227
1503322	Music	0	2	0.9	FRESH	Hard Knock Life for Bitcoiners by Xenland [Music Video] NOW WITH MP3 !!!!!!
1502865	bitcoin	0	9	13.5	HOT	The Economics of Protocol Design: Proposing Lightning over Ark by Rene Pickhardt
1502950	bitcoin	0	1	11.7	HOT	BIP324, Miniscript, Changing Consensus segment - Bitcoin Optech Newsletter #408
1503288	meta	0	2	2.0	HOT	Issue #60 you know what it is!!
1503153	bitcoin	0	1	5.9		Quantum threat: let's not turn Bitcoin into an altcoin - Antoine Ponsoit
1503133	bitcoin	0	0	6.4		Bips.xyz and nips.nostr.com have been updated
1503008	bitcoin	0	0	9.4		📣 AMA Announcement: Grubles and co from Second.Tech (Ark) - Tuesday, 10AM
1503044	bitcoin	0	3	8.7		How I paid with bitcoin using my glasses by Vincenzo Palazzo
1503042	bitcoin	0	6	8.8		Scoop up those sats with both hands
1503103	bitcoin	0	0	7.0		Cashu For Community Tutorial #5: The Swiss Army Knife of Infrastructure
1502689	news	0	35	20.3		The Orchard Counterfeiting Vulnerability - zooko
1502667	bitcoin	0	2	21.3		Proof of Work: AudioBook bridging the gap between Photography and Bitcoin
1502668	tech	0	1	21.2		The first known "Zap out" commerce event on Nostr - featuring @Oshi
1503054	AI	0	1	8.3		Nick Slaney looking for beta testers - $25
1502866	Music	0	0	13.5		Smartify your vintage linear turntable
1502668	tech	0	1	21.2		The first known "Zap out" commerce event on Nostr - featuring @Oshi
