# id	sub	bounty	ncom	ageH	tags	title
1535905	bitcoin	0	3	7.4	HOT	The Forest Reunion - How I lost my passion for music.
1535596	bitcoin	0	22	18.7	HOT	Looking for someone to record a voiceover for a Bitcoin commercial.  Gig pays.
1535966	bitcoin	0	0	1.6	FRESH	Trezor: How 2 People in a Prague Hackerspace Invented the Industry
1535794	bitcoin	0	1	12.8	HOT	📣 AMA Announcement: Tyler Stevens, from Exergy and Heatpunks! FRIDAY, 10AM
1535532	bitcoin	0	13	20.3	HOT	Satoshi Nakamoto’s Cryptography Encyclopedia Discovered - Claims Scott Stornetta
1535548	tutorials	0	0	20.0		Audit this Bitcoin education for me
1535759	bitcoin	0	1	14.3		¿Mempool vacía o calma antes de la siguiente tormenta?
1535436	bitcoin	0	0	22.9		BIP 360 (P2MR) implemented in Bitcoin Core on regtest: vector results, ...
1535554	meta	0	8	19.9		What are you working on this week?
1535897	science	0	2	8.4		The Bussard Ramjet is one of my favorite off-the-wall engineering pipedreams.
1535671	AI	0	2	16.9		The AI Future Is for Everyone — Mark Zuckerberg
