# id	sub	bounty	ncom	ageH	tags	title
1546607	bitcoin	0	12	17.6	HOT	Wasabi Wallet Plans
1546904	bitcoin	0	0	5.8	HOT	Eligius miners aware of prayers in block headers?
1546524	bitcoin	0	1	19.3	HOT	BIP460: CISA for Taproot Key Path Spends in SegWit v2 - fjahr
1546995	math	0	0	0.3	FRESH	Towards libshrincs: verified hash-based signatures for Bitcoin - remix7531
1546642	bitcoin	0	7	16.7	HOT	The DIY Signing Device Revolution is Just Beginning
1546544	bitcoin	0	1	18.8	HOT	Payjoin Dev Kit 1.0 released
1546464	bitcoin	0	0	20.3	HOT	Stale blocks, quantum proposals, CISA - Bitcoin Optech Newsletter #417 Recap
1546435	bitcoin	0	3	20.7	HOT	Bitcoin Core v32.0 is targeted for release in October. What is in it?
1546942	news	0	5	2.2		UPDATE ON THE FUTURE OF BOLTZ 📢
1546917	news	0	2	4.5		Metaplanet announces BitBonds
1546335	bitcoin	0	18	23.2		BTC vote: Who do you prefer as Brazil’s next president?
1546839	bitcoin	0	3	9.1		CEO of Breeze: 'Bitcoin is not a UTXO. Bitcoin is just a brand.'
1546301	bitcoin	0	3	23.9		How to destroy bitcoin (and what happened to the 107 coins burned in May)
1546711	bitcoin	0	11	14.6		Boltz is like the phoenix.
1546583	bitcoin	0	7	18.2		What is with all the universal pussyfooting in the Bitcoin space?
1546608	bitcoin	0	1	17.6		9K Bitcoin rescued out of Coldcard multisigs | MARA Foundation
1546531	bitcoin	0	0	19.1		Russia's Central Bank Opens Bitcoin Trading on Sept. 1
1546403	bitcoin	0	3	21.2		Roy Sheinfeld [Breez] on Stephan Livera Podcast: Breez, Lightning, and Glow ⚡️
1546554	bitcoin	0	0	18.6		Is Luke trying to rig the PoW function selection for his coin?
1546480	bitcoin	0	1	20.1		BIP-110 failure shows Bitcoin would be 'almost impossible to reproduce,'
1546395	meta	0	7	21.5		What are you working on this week?
1546397	science	0	4	21.5		South Korea Just Published a Technology To-Do List for the Next Decade
