# id	sub	bounty	ncom	ageH	tags	title
1521457	bitcoin	0	1	15.2	HOT	STRIKE DOWN DAC8, THE MASS SURVEILLANCE OF BITCOIN USERS
1521232	bitcoin	0	6	23.3	HOT	Bull Bitcoin is officially opening the first legal front against DAC8 in Europe
1521341	bitcoin	0	6	18.4	HOT	That time Gregory Maxwell sent 21M bitcoins to himself.
1521438	bitcoin	0	0	15.5	HOT	Crestmont Fabrics Ltd mines a bitcoin block
1521254	bitcoin	0	1	22.5	HOT	Bitcoin Exchange Wants To Kill EU’s DAC8 Crypto Surveillance
1521660	bitcoin	0	0	7.0		Socks for Sats! Guys you can now buy socks with bitcoin with Cape Cotton!
1521681	bitcoin	0	2	5.7		942 bitcoin transactions routed this week on my "meaningless pleb node" ⚡⚡
1521368	bitcoin	0	16	17.6		Breez SDK Spark and Radar Chat: Recovery Phrase Is Not the Same as Self-Custody
1521494	bitcoin	0	8	13.9		Case study: a real Spark unilateral exit on Bitcoin mainnet - Openoms
1521385	bitcoin	0	0	17.3		Conduition, Jeremy Rubin - Bitcoin Optech Newsletter #412 Recap Podcast
1521293	bitcoin	0	0	20.9		Release Bitcoin Core 31.1
1521423	bitcoin	0	0	15.9		Miner Signaling via DMND Stratum V2: You Decide What to Signal
1521363	meta	0	3	17.8		What are you working on this week?
1521541	tech	0	0	12.4		PSA: macOS 28 will drop support for encrypted Mac OS Extended volumes
1521364	tech	0	0	17.8		All Cars Sold in the EU Now Require a Camera Aimed at Your Face.
