# id	sub	bounty	ncom	ageH	tags	title
1544607	bitcoin	0	1	1.5	FRESH,HOT	Who will be the sacrifice for the next bear market?
1544639	bitcoin	0	0	0.7	FRESH,HOT	BIP DRAFT: ChillDKG - Distributed Key Generation for FROST
1544572	bitcoin	0	21	2.3	HOT	Why Is The Red Team Seeking Publicity?
1544207	bitcoin	0	20	17.9	HOT	Bitcoin Covenants: A Complete Summary
1544596	bitcoin	0	0	1.7	FRESH	Proof-of-work based signet faucet - ajtowns
1544331	bitcoin	0	4	12.6	HOT	First it was 'fix the spam' then 'the miners are hostile' now 'change the PoW'?
1544630	bitcoin	0	2	0.8	FRESH	Your bitcoin node is like a condom machine in the Vatican
1544022	bitcoin	0	30	23.3	HOT	Bitcoin dead after hostile miner and node attack
1544010	bitcoin	0	10	23.7	HOT	Update: the default OCEAN stratum endpoint will return to the non-BIP110 chain
1544203	lol	0	1	18.2	HOT	Brazil to tighten controls with new 24h wait on transfers to self-custody wallet
1544045	security	0	20	23.0	HOT	Rate My Setup
1544100	bitcoin	0	3	21.2	HOT	From Cowboy Credits to Lightning: could communities build their own economies?
1544108	tech	0	13	20.9	HOT	I wrote a native Nostr client for macOS in Zig. No Electron. No WebView.
1544564	gaming	0	2	2.5		humans are not good at making entropy - man vs machine game
1544558	bitcoin	0	3	2.7		Stream Road - yet another nostr video streaming/zapping platform
1544461	bitcoin	0	0	6.9		Monetary Nodes — A Spam-Free Bitcoin. No Fork [Alpha]
1544354	bitcoin	0	2	12.0		Has anyone used this P2P platform? Vexl
1544178	bitcoin	0	4	19.1		Sunday Survey: Are you willing to trade BIP110 coin now?
1544144	bitcoin	0	5	20.1		Geyser moves temporarily to direct on-chain and lightning payments
1544094	bitcoin	0	0	21.4		Has BIP-110 failed?
1544383	DIY	0	0	11.0		ESP32 Bit Pirate 1.7 Gains LoRa, Meshtastic, and Browser-Based BPIO2 Control
