# id	sub	bounty	ncom	ageH	tags	title
1552506	bitcoin	0	11	10.6	HOT	Speculating about bitcoin-standard wages
1552647	bitcoin	0	6	1.9	FRESH	Noones App shuts down
1552045	bitcoin	0	16	23.0	HOT	On the Economics of Peer-to-Peer, pt 2: The Stubborn Issue of Indexation
1552184	bitcoin	0	1	19.9	HOT	Latest Strikes 32 & 33 - August 3rd-16th 2026
1552290	bitcoin	0	4	16.9	HOT	satsbid.lol
1552068	bitcoin	0	0	22.7	HOT	LND vuln, rawtr(), ecosystem software - Bitcoin Optech Newsletter #419
1552362	meta	0	44	14.8	HOT	What is the point of posting on Stacker News?
1552713	tech	0	0	0.1	FRESH	As demand for Meta AI glasses explodes, it’s harder to avoid creepy recordings
1552268	tech	0	1	17.6	HOT	Omacom Foundation launches with $8 million
1552628	bitcoin	0	1	2.9		Enabling Threshold Custody on Lightning Network with Nested Threshold Multisig
1552360	bitcoin	0	1	14.8		BULLISH ON BITCOIN IN GDL | SNL #238
1552219	bitcoin	0	10	18.3		New service for stacking no-KYC + free (gifted) sats
1552069	bitcoin	0	2	22.7		Quote Of The Day
1552272	tech	0	1	17.6		Omacom Foundation to be exclusive Hyprland sponsor
