# id	sub	bounty	ncom	ageH	tags	title
1499888	bitcoin	0	4	2.5	HOT	My Thoughts on Security, Decentralization, and Convenience
1499822	bitcoin	0	5	4.7	HOT	"#1: Harmony and Discord" - Strange Text Posted to BitcoinTalk.org in Jan 2016
1499581	bitcoin	0	8	18.5	HOT	Burak is at it again: Introducing the newest layer 2 scheme: Cube
1499852	bitcoin	0	1	3.6		$8 million in Bitcoin burned
1499821	bitcoin	0	10	4.7		Sunday Survey: When will NAKA sell BTC?
1499854	bitcoin	0	0	3.5		Sparrow Wallet Release 2.5.2: Strengthening PSBT verification
1499846	bitcoin	0	2	3.9		Bitcoin’s $1.29B Fakeout: The Dumpster Oozes Green! 🦝📈
1499492	bitcoin	0	7	22.0		Cashu Mint Auditor
1499629	meta	0	1	17.6		SN Saturday Newsletter 5/30/26
1499804	news	0	0	6.2		Bill Gates Spent Years Crafting His Image. Now It’s Cracking (WSJ)
1499529	tech	0	2	20.5		The Last Technical Interview - Steve Yegge
