# id	sub	bounty	ncom	ageH	tags	title
1512886	bitcoin	0	3	1.0	FRESH	The Blockstream Mining Note Accusations - BitMex Research
1512849	bitcoin	0	1	1.6	FRESH	Inside P2Pool v2 - Raunak (R27)
1512331	bitcoin	0	6	23.9	HOT	SatoshiTimeline.com Launch - Satoshi Nakamoto’s Full History ~The Satoshi Times
1512380	tech	0	8	22.2	HOT	Arca — Personal Data Haven: NVK’s Coinkite attempt at a Digital Safe
1512794	bitcoin	0	18	2.9		Why BIP-110 Matters More Than Ever
1512724	bitcoin	0	2	5.4		Privately running privacy heuristics on your UTXOs without running your own node
1512766	gaming	0	2	3.5		ChainDuel V2: Changing the Equation
1512635	bitcoin	0	3	12.0		The Grafting Trick Anyone Can Do - Bitcoin Gardening
1512348	bitcoin	0	6	23.4		Bitcoin, Arbitrary Data, and “Ossification Risk” - where is the real concern?
1512479	bitcoin	0	0	18.8		Conduit: non-custodial Lightning payments for AI agents (your node, your keys)
1512350	bitcoin	0	5	23.3		Sunday Survey: What is your first recommendation when someone wants to buy BTC?
1512440	AI	0	2	21.1		Accountable Computing On-Chain Contracts for AI Agents Supervision
1512338	bitcoin	0	0	23.8		bitcoin-dachli: Bitcoin project in Germany, Austria, Switzerland & Liechtenstein
1512521	relationships	0	3	16.9		Are iPhones Dialing Up the Birth Dearth? › American Greatness
