# id	sub	bounty	ncom	ageH	tags	title
1581144	bitcoin	0	1	1.3	FRESH,HOT	Don't Count on Growth to Fix the Debt
1581142	tech	0	0	1.4	FRESH,HOT	Noticing trends with recycling IT
1580989	bitcoin	0	4	5.9	HOT	Shielded Bitcoin: Private Transfers on Bitcoin L1
1580902	bitcoin	0	1	8.4	HOT	Responsible disclosure and White hacking it's about Caring
1580724	bitcoin	0	3	17.6	HOT	Core Lightning 26.06.8 is out, and every node runner should upgrade.
1580564	bitcoin	0	2	22.9	HOT	A Review of SHRINCs - Project Eleven
1580814	meta	0	1	11.9	HOT	Introducing: The Lightning Network Gossip \ a weekly ~lightning newsletter
1581033	mostly_harmless	0	0	5.1	HOT	There was this old website I used to go to called FunStuffToSee.com
1580908	bitcoin	0	0	8.2		Bitcoin is 1% of global money
1580533	bitcoin	0	2	23.7		Giving Bitcoin as a Gift
1580900	security	0	7	8.5		An agent that configures my machine without touching it
1580751	tech	0	9	16.1		YOU CAN SEE EVERYTHING - official trailer
1580643	news	0	0	21.1		Homeland Security is monitoring activists building anti-flock tech
