# id	sub	bounty	ncom	ageH	tags	title
1496802	bitcoin	0	5	13.1	HOT	Blitz Wallet update adds BTCMaps
1496894	bitcoin	0	10	10.6	HOT	Bitcoin is a form of power; the bitcoin is money meme must die
1496857	bitcoin	0	0	11.3	HOT	Oliver Gugger and 0xB10C - Bitcoin Optech Newsletter #406 Recap Podcast
1496782	bitcoin	0	1	13.5	HOT	Mining Unit - Localhost Research
1496660	bitcoin	0	8	15.9	HOT	Brink's 2025 Annual Report
1496677	bitcoin	0	10	15.6	HOT	[Cashu Update] The operator has no access to the private keys of the mint.
1497058	events	0	6	4.7		TABConf 8 will be the last TABConf
1497099	Design	0	0	3.5		#SovEng T-Shirt Design Contest - WIN 1M SATS!
1496859	math	0	11	11.3		What actually makes a address be a burn address?
1496619	meta	0	24	16.9		Onchain Zaps in Ditto: Bitcoin Tipping Without Lightning - Alex Gleason
1496975	bitcoin	0	1	7.6		simplepool - LayerTwo-Labs
1496760	bitcoin	0	0	13.8		P2P sats v1.0.0 — alerts are live
1496836	bitcoin	0	1	12.0		Manna Wallet + Branta Guardrails: Bitcoin Payments Now Show Merchant Details
1496690	bitcoin	0	3	15.5		Silent Payments: A nice Bitcoin privacy setup
1496619	meta	0	24	16.9		Onchain Zaps in Ditto: Bitcoin Tipping Without Lightning - Alex Gleason
