# id	sub	bounty	ncom	ageH	tags	title
1550704	bitcoin	0	0	5.7	HOT	Bitcoiners are banking the unbanked! - Goal reached on 1st Recoverable Grant
1550600	bitcoin	0	1	12.6	HOT	Future of this repo - bitcoin-core/HWI
1550264	events	0	2	22.2	HOT	Austin Bitdevs August 2026 - THIS THURSDAY at 6PM!
1550571	bitcoin	0	0	13.9		coco v2.0.0 - cashubtc
1550446	bitcoin	0	3	17.0		Club Orange launches Buy Bitcoin in the US.
1550280	bitcoin	0	1	21.6		Blueberry - Overtorment
1550555	bitcoin	0	0	14.6		Fanquake and Martin Zumsande - Bitcoin Optech Newsletter #418 Recap Podcast
1550283	bitcoin	0	2	21.4		RFC 7282: On Consensus and Humming in the IETF
1550715	tech	0	0	4.3		Git at any scale - Cursor
1550711	tech	0	1	4.9		The Blackout That Could Devastate America | The New York Times
