# id	sub	bounty	ncom	ageH	tags	title
1579817	bitcoin	0	5	9.3	HOT	Invalid Bitcoin blocks: full PoW, consensus invalid
1579283	bitcoin	0	1	19.1	HOT	The Only Way to Make Your Bitcoin Truly Private - Sovereign Sessions Tutorial
1579396	bitcoin	0	9	16.9	HOT	Zine about OP_CAT 🐱
1579734	bitcoin	0	0	11.2	HOT	Davidson Souza, Eric Price, PortlandHODL - Bitcoin Optech Newsletter #423 Recap
1579358	bitcoin	0	27	17.4	HOT	Swing and a miss: Paying with Bitcoin on a Square Terminal
1579511	bitcoin	0	8	14.7	HOT	Default threshold for re-org risk
1579572	bitcoin	0	2	13.6	HOT	Book Review of "Abundance Through Scarcity" by Ioni Appelberg (BTCHEL2026, JB)
1579285	bitcoin	0	1	19.1	HOT	TUTORIAL: Wasabi coinjoin, utxo management, connect your node, automate!
1579214	AskSN	0	10	21.3	HOT	Best boltz alternative with good liquidity?
1579315	meta	0	13	18.2	HOT	How life gets in the way of Stacker News
1579536	AI	0	7	14.1	HOT	Introducing Claude Opus 5.5
1579280	security	0	4	19.1	HOT	Security Researcher Decompiled The White House App; What They Found Is Alarming
1579818	bitcoin	0	6	9.3		Earn yield on your Electrum BTC wallet by offering submarine swaps!
1579809	bitcoin	0	21	9.4		Bitcoin Merchant Options Comparison: BTCPay vs Bitcart vs BareBits
1579815	bitcoin	0	0	9.4		Electrum Inbound Liquidity Plugin
1579514	AI	0	2	14.6		Six banks want AI agents to identify themselves when paying
1579175	bitcoin	0	6	22.5		Holoboard.space - A bulletin board lit with sats
1579178	meta	0	0	22.4		This Day on SN: September 22
1579188	DIY	0	1	22.2		TN Deck: a full cyberdeck built inside an Altoids tin
1579150	news	0	2	23.5		Enabling edible electronic systems 4 biomedical and food monitoring applications
1579311	AI	0	1	18.3		Robot Football Is Getting Serious At Maker Faire Rome
1579201	AI	0	2	21.7		Xiaomi's MiMo-V2.6-Pro debuts as the top open weights model in the world
1579165	tech	0	1	22.7		X will now tell users when governments have forced it to limit their posts
