# id	sub	bounty	ncom	ageH	tags	title
1509668	bitcoin	0	16	19.3	HOT	Do you think it is good/bad for Bitcoin if STRC collapses?
1510141	bitcoin	0	1	1.2	FRESH	Testnet5, private broadcast bug - Bitcoin Optech Newsletter #409 Recap Podcast
1509743	bitcoin	0	35	17.1	HOT	The Case Against BIP110
1509675	bitcoin	0	25	19.1	HOT	It never gets old (for me, anyway)
1509570	bitcoin	0	9	22.5	HOT	Slot Miner - Why lottery mine when you can make your chances even worse?
1509984	bitcoin	0	9	3.8		Illinois Governor Signs 0.2% Crypto Transaction Tax Amid Industry Opposition
1509957	bitcoin	0	1	4.4		A good duo talk with Ben Arc and Knut Svanholm
1509918	bitcoin	0	0	6.2		Mostro Release v0.17.5: This release adds anti-abuse bonds.
1510056	meta	0	4	2.6		What are you working on this week?
1509748	science	0	3	17.0		Mechanical Watch explainer with interactive animations
1509732	tech	0	2	17.8		Commodore Callback -- new flip phone
