# id	sub	bounty	ncom	ageH	tags	title
1533974	security	0	0	1.4	FRESH,HOT	More info about arca released
1534047	bitcoin	0	0	0.4	FRESH,HOT	Transaction rate-limiting
1533819	bitcoin	0	12	4.7	HOT	BIP110 Situation Monitor: Live
1533916	bitcoin	0	3	2.1	HOT	The Messy Middle: Or What Actually Happens if BIP110 Splits the Chain
1533741	bitcoin	0	0	7.4	HOT	Cryptographic Alchemy: Inside the Magic of Bitcoin’s BIP459
1533826	bitcoin	0	0	4.6	HOT	Buying Bitcoin KYC/P2P? Do you know your exchange/peer fork policy?
1533307	bitcoin	0	13	23.9	HOT	What’s the best wallet to connect to SN?
1533726	meta	0	18	8.0	HOT	"chan" style territories
1533832	Design	0	4	4.4	HOT	Olivetti: How Italy Beat America to the Personal Computer, and Lost It
1533807	bitcoin	0	2	5.2		A mempool as a post office - DoktorShift
1533569	gaming	0	0	17.1		Bitcoin is a truth telling machine...
1533542	bitcoin	0	2	18.4		BIP352 Silent Payments sender plugin for Electrum
1533368	bitcoin	0	1	22.7		Hummingbird: The Bitcoin Jungle Story | FULL MOVIE | Documentary
1533897	meta	0	16	2.5		Bug fixes?
1533766	meta	0	0	6.6		This Day on SN: July 27
1533822	science	0	1	4.7		Telepathic Wheelchair Control | Neuralink
1533420	AI	0	0	21.5		How much energy do data centers and artificial intelligence use?
