# id	sub	bounty	ncom	ageH	tags	title
1577872	AskSN	0	11	10.1	HOT	Keep your projects anonymous or put your reputation behind them?
1578061	bitcoin	0	3	4.9	HOT	The Geometry of Power
1577623	bitcoin	0	32	15.9	HOT	The Progressive Bitcoiner shuts down and then tries to raise $2m
1577589	bitcoin	0	8	16.3	HOT	Sunday Survey: Do you mine?
1577452	bitcoin	0	5	22.8	HOT	Recover Multi sig without a coordinator software???
1577872	AskSN	0	11	10.1	HOT	Keep your projects anonymous or put your reputation behind them?
1577690	bitcoin	0	13	14.7		Crypto Blew Its Big Moment—and the Blame Game Has Begun  WSJ
1577686	bitcoin	0	2	14.8		Wedding Day🕍✨
1577481	meta	0	0	20.7		This Day on SN: September 20
1578063	lol	0	1	4.8		Son spends $118K out of dad's credit card for youtube ads
1577750	AI	0	3	13.8		wtf is jev? - YouTube
1577726	tech	0	2	14.1		Speaking With The Mind | Neuralink
1577735	tech	0	0	14.0		Malware npm evades GitHub defenses by hiding in runtime code
