# id	sub	bounty	ncom	ageH	tags	title
1494850	bitcoin	0	1	22.6	HOT	How Curiosity Led Me from Civil Engineering to Bitcoin Open Source Contribution
1495204	bitcoin	0	0	2.7	HOT	Bitaxe Gamma 601 review: small open-source Bitcoin miner
1494838	bitcoin	0	19	23.1	HOT	Square Terminal Trainwreck
1494833	bitcoin	0	4	23.2	HOT	BOSS Challenge 2026 -- Portfolio Projects
1494883	bitcoin	0	1	21.5	HOT	Latest Strikes S03E20 - May 11th-17th 2026
1495165	bitcoin	0	2	4.0		📣 AMA ANNOUNCEMENT: Mike Schmidt, co-founder and executive director at Brink
1495202	gaming	0	3	2.8		Can you get on the Leaderboard? 1000 points = 100 sats
1495187	news	0	3	3.3		F2Pool founder who controls 11% of hashrate to lead first SpaceX mission to Mars
1495156	bitcoin	0	0	4.8		Help us power well ! 58k /300,000 sats raised for solar water pump
1495185	bitcoin	0	7	3.3		Why nobody talks about the guy who received 10,000 Bitcoin for two pizzas?
1494829	bitcoin	0	2	23.3		Sigbash is live on mainnet
1494944	bitcoin	0	0	18.6		ULEZ Blade Runners | SNL #225
1494902	meta	0	4	20.7		Another shameful SNZ snooze 😑
1495177	tech	0	0	3.6		Yearslong fight over users' right to tweak smart TV software heads to trial
1495062	tech	0	0	14.6		Shipping a laptop to a refugee camp in Uganda
