# id	sub	bounty	ncom	ageH	tags	title
1544022	bitcoin	0	16	1.9	FRESH,HOT	Bitcoin dead after hostile miner and node attack
1544045	security	0	3	1.5	FRESH,HOT	Rate My Setup
1543867	bitcoin	0	5	10.0	HOT	Roughnecks advises people to stop mining on BIP110 chain
1543919	bitcoin	0	3	6.0	HOT	📣 AMA Announcement: Alejandro de la Torre CEO of DMND Pool!
1543830	bitcoin	0	6	13.0	HOT	40 Blocks to 2: So like that's it? MANY months of "Run Knots Save Bitcoin" for..
1543487	bitcoin	0	7	21.4	HOT	How long until a bip110 signalling block is mined after mandatory signalling?
1543613	DIY	0	4	20.1	HOT	DTails OS & Tool - build your own verifiable Tails
1543505	bitcoin	0	7	21.1	HOT	monitoring livestream: BIP-110 soft-fork: mandatory signaling at height 961632
1543568	meta	0	9	20.6	HOT	My god the fork flying in for zaps. Wonderful
1544010	bitcoin	0	3	2.3		Update: the default OCEAN stratum endpoint will return to the non-BIP110 chain
1543895	bitcoin	0	4	8.0		For anyone not understanding the bip110 drama
1543845	bitcoin	0	0	11.3		When Prophecy Fails: A Social and Psychological Study
1543777	bitcoin	0	3	15.6		Jeftovic: The "Bitcoin Only" Era Is Over...
1543759	bitcoin	0	1	16.5		Red Sox opportunity on Predyx
1543726	bitcoin	0	4	17.9		Congrats to the 110 hard forkers
1543644	bitcoin	0	0	19.7		We Have Fork-Off at Block 961631, so, BIP-110 now has its own chain fork!
1543521	bitcoin	0	12	20.9		Wishing You All a Forking Good Weekend
1543918	meta	0	2	6.1		Knots Cowboy Credits
1543859	AI	0	0	10.3		Anthropic co-designing custom AI inference chips to bypass costly Nvidia GPUs
