# id	sub	bounty	ncom	ageH	tags	title
1561111	bitcoin	0	1	7.0	HOT	Daniel Batten: Bitcoin mining saved Texans a 4.3% powerbill increase
1560760	bitcoin	0	11	19.2	HOT	How to split Lukes Airdrop from your cold storage musig bitcoins with electrum
1560936	bitcoin	0	0	15.8	HOT	CLN, replay protection, fee estimation - Bitcoin Optech Newsletter #420 Recap
1560912	bitcoin	0	3	16.6	HOT	Highlights from 2011 Interview of Julian Assange by Google’s Eric Schmidt
1561130	meta	0	6	5.3	HOT	Wish stacker.news was actually decentralized and built around nostr? Really is
1560909	bitcoin	0	0	16.7		Latest Strikes #34 & #35 - August 17th-30th 2026
1560762	bitcoin	0	1	19.2		The case for a 10% bitcoin allocation
1560911	events	0	0	16.7		PlebLab Startup Day Guadalajara ⚡️
1560888	bitcoin	0	1	17.2		Inside a Vinteum Deep Dive: Bitcoin Mining from Protocol to Silicon
1560701	meta	0	4	20.2		What are you working on this week?
1561117	tech	0	0	6.5		Apple Ternus Touts Product Pipeline, in Memo - Bloomberg
