# id	sub	bounty	ncom	ageH	tags	title
1551592	bitcoin	0	7	5.8	HOT	Coinos NWC keys rotated
1551640	AI	0	1	4.6	HOT	One thing L402 can learn from x402
1551573	bitcoin	0	1	6.1	HOT	Bitcoin Dev Launchpad First Cohort: Alumni Outlook
1551336	AskSN	0	11	15.0	HOT	Have you ever had a utxo rejected by an exchange, merchant, or gift card co?
1551734	security	0	2	1.3	FRESH	Atomiq, bitcoin alt swapper, shuts down following "sophisticated AI attacks"
1551476	bitcoin	0	9	8.7	HOT	We replaced our ledger with two functions - River
1551313	the_stacker_muse	0	6	16.8	HOT	You Cannot Store "Lifetime" - John Carvalho
1551441	bitcoin	0	0	10.1	HOT	1k+ ETH in Phishing Attack After Using Tornado Cash’s Expired Official Domain
1551365	tech	0	6	13.2	HOT	IDN homograph phishing and an election in Alaska
1551683	tech	0	0	2.9		satd (full Bitcoin node in Rust): Guided Code Tour
1551564	AskSN	0	6	6.3		Bitcoin Survey 🤔⚡⚡
1551505	lol	0	1	7.8		COLDCARD Security Update: Seed Generation, Transaction Integrity, Data Isolation
1551283	AskSN	0	10	19.2		It's time to build
1551376	bitcoin	0	2	12.8		🔥 SATS Routing | Non-Custodial Bitcoin Bridge
1551354	meta	0	0	13.8		This Day on SN: August 20
1551683	tech	0	0	2.9		satd (full Bitcoin node in Rust): Guided Code Tour
1551347	tech	0	1	13.9		Don't Paste the AI, please
1551496	AI	0	3	8.0		A Chinese AI robot just broke Usain Bolt’s 100m record.
