# id	sub	bounty	ncom	ageH	tags	title
1524157	security	0	80	10.5	HOT	I'm Luke de Wolf, Author of Defending Bitcoin, AMA
1524042	bitcoin	0	1	13.2	HOT	Who will be the heavyweight champion of large amounts of dollars?!?!
1524239	AI	0	5	9.5	HOT	How close are we to being like the people in the movie Wall-E?
1524113	bitcoin	0	11	11.9		Venezuelans Turn to Bitcoin to Fund Earthquake Relief
1524412	bitcoin	0	6	5.8		Ocean Mining describes how they will handle August and September
1524341	bitcoin	0	1	7.4		Lifecycle of a Bark VTXO, from the round transaction to final sweep
1523967	bitcoin	0	0	15.6		SuperScalar: an implementation report
1524022	bitcoin	0	1	13.6		How Bitcoin Transactions Get Confirmed on Braidpool - Bitshala
1524325	meta	0	36	7.9		CCs need to be removed from the site
1524212	AI	0	0	9.8		Beijing Space Computing Innovation Center Unveiled, Google, Bezos, Nvidia, Musk
1524162	tech	0	2	10.3		Recycling EVs - The practical side of fuzzy nice recycling isn't easy
