# id	sub	bounty	ncom	ageH	tags	title
1579358	bitcoin	0	5	0.4	FRESH,HOT	Swing and a miss: Paying with Bitcoin on a Square Terminal
1579315	meta	0	7	1.2	FRESH,HOT	How life gets in the way of Stacker News
1579283	bitcoin	0	1	2.1	HOT	The Only Way to Make Your Bitcoin Truly Private - Sovereign Sessions Tutorial
1579285	bitcoin	0	0	2.1	HOT	TUTORIAL: Wasabi coinjoin, utxo management, connect your node, automate!
1579214	AskSN	0	7	4.3	HOT	Best boltz alternative with good liquidity?
1578472	bitcoin	0	1	24.0	HOT	pseudoramdom - localhost research
1578776	AskSN	0	34	18.2	HOT	Help / Wasabi address swap...
1578792	bitcoin	0	21	18.0	HOT	Where in the world are you stacking from? 🌍
1578555	bitcoin	0	0	22.6	HOT	The Money Beneath The Market
1578619	tech	0	3	21.6	HOT	New White Noise Release
1579280	security	0	0	2.1	HOT	Security Researcher Decompiled The White House App; What They Found Is Alarming
1579311	AI	0	1	1.3	FRESH	Robot Football Is Getting Serious At Maker Faire Rome
1579175	bitcoin	0	5	5.4		Holoboard.space - A bulletin board lit with sats
1578876	bitcoin	0	1	17.0		52 BTC moved from the Coldcard theft — with a message attached
1578623	bitcoin	0	0	21.6		Quantum Lightning — Last Week in Bitcoin (Sep 14 - 20)
1578552	bitcoin	0	0	22.7		BlueWallet Portfolio: chrome extension to track mempool and  fiat price movement
1578513	bitcoin	0	1	23.2		Bitcoin Tech Talk #519: Fiat Immigration, Propaganda Immunity, AI Idolatry+more!
1578538	bitcoin	0	2	22.8		No, Wallet of Satoshi was not hacked
1578560	news	0	0	22.5		Spain: Two arrested for holding a man hostage to steal his crypto in Alicante
1578585	bitcoin	0	0	22.1		Your Bitcoin Security Has a Physical Layer
1578495	bitcoin	0	2	23.5		Numo - release v1.9
1579178	meta	0	0	5.4		This Day on SN: September 22
1579150	news	0	1	6.5		Enabling edible electronic systems 4 biomedical and food monitoring applications
1579201	AI	0	2	4.7		Xiaomi's MiMo-V2.6-Pro debuts as the top open weights model in the world
1579188	DIY	0	0	5.2		TN Deck: a full cyberdeck built inside an Altoids tin
1579115	AI	0	5	7.7		Cloudflare's coding-agent skill for multi-phase security audits
1579061	tech	0	0	11.1		Mac Studio (M5 Max) Review: Macworld post
1579165	tech	0	1	5.7		X will now tell users when governments have forced it to limit their posts
1578778	tech	0	1	18.2		AMD stock crosses $1 trillion market cap for first time
1578768	news	0	0	18.5		US halts flights at East Coast airports after fiber line cut
1578699	art	0	1	19.8		Ground Truth: the bike that makes you pedal harder where rent is more expensive
1578598	news	0	0	22.0		Irish regulator fines Google €403 million over location data processing
