# score	source	age_h	payout_hint	tags	url	title
7	sn/bitcoin	0.8	$587	OPEN_NEED,LOW_COMP	https://stacker.news/items/1530224	Did Fake Satoshi Con Ben Affleck? - David Z Morris
5	github	0.7	$1500	OPEN_ISSUE,LOW_COMP	https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/659	[Bounty] [BOUNTY] [$1500] Translate the game to simplified Chinese
5	github	0.7	$500	OPEN_ISSUE,LOW_COMP	https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/660	[Bounty] [BOUNTY] [AGENTIC AI] [$500] Simulate players to save my dying server.
5	github	0.7	$250	OPEN_ISSUE,LOW_COMP	https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/658	[Bounty] [BOUNTY] [$250] [EASY] [AGENTIC AI] Albuquerque/Turkey Refactor
5	github	0.7	$1000	OPEN_ISSUE,LOW_COMP	https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/656	[Bounty] [BOUNTY] [$1000] [EASY] [AGENTIC AI] D.O.N.G. Expansion
4	sn/bitcoin	3.5	-	OPEN_NEED	https://stacker.news/items/1530128	Have you ever looked up the onchain history of bitcoins you received?
4	sn/bitcoin	2.5	-	OPEN_NEED	https://stacker.news/items/1530172	Paying With Bicoin Through Square - I wasn't prepared
4	sn/bitcoin	6.7	-	OPEN_NEED,LOW_COMP	https://stacker.news/items/1530015	Bitcoin Payments Service Design
4	github	0.7	-	OPEN_ISSUE,LOW_COMP	https://github.com/Iamgoofball/-tg-station/issues/216	[BOUNTY] [$500] [$1000] [Agent] [Agentic] [Upfront Payment Confirmed] [AI Automation] [Easy] Add license information to 
4	github	0.8	-	OPEN_ISSUE,LOW_COMP	https://github.com/Iamgoofball/-tg-station/issues/215	[BOUNTY] [$1000] [EASY] [AGENTIC AI] D.O.N.G. Expansion
4	github	0.9	-	OPEN_ISSUE,LOW_COMP	https://github.com/Iamgoofball/-tg-station/issues/214	[BOUNTY] [PRIORITY: HIGH] [OPIRE] [AGENTIC] [20$] Fix buffer overflow vulnerability in SDQL2 parser
4	github	1.0	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/204	[radar] SN open bounty 2026-07-22T16:38
4	github	1.1	-	OPEN_ISSUE,LOW_COMP	https://github.com/Iamgoofball/-tg-station/issues/213	[BOUNTY][$67] Add the Tung Tung Tung Sahur antagonist.
4	github	1.5	-	OPEN_ISSUE,LOW_COMP	https://github.com/Iamgoofball/-tg-station/issues/212	[BOUNTY] [$5 TG USD] Multiple errors in flaky test create_and_destroy
4	github	4.0	-	OPEN_ISSUE,LOW_COMP	https://github.com/Iamgoofball/-tg-station/issues/201	[BOUNTY] [$1500] Translate the game to simplified Chinese
3	github	66.5	000001 USDC	OPEN_ISSUE,LOW_COMP	https://github.com/zendvolabs/zendvo/issues/307	Task 14: Enforce a minimum deposit amount on gifts and savings to stop the contract's storage from being spammed.
3	github	0.7	$67	OPEN_ISSUE	https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/657	[Bounty] [BOUNTY][$67] Add the Tung Tung Tung Sahur antagonist.
2	sn/bitcoin	12.4	-	OPEN_NEED	https://stacker.news/items/1529949	If Bitcoin Became the Main Currency, What Would You Do First?
2	github	47.6	-	OPEN_ISSUE,LOW_COMP	https://github.com/Nodal-stellar/Nodal-AI/issues/265	feat: add path_payment example script to scripts/examples/
2	github	50.2	-	OPEN_ISSUE,LOW_COMP	https://github.com/davz7/MananaSeguro/issues/81	Issue 1 — Clean up unused-variable warnings in contract tests
2	github	1.5	-	OPEN_ISSUE	https://github.com/moorcheh-ai/memanto/pull/1606	fix: Resolve #770 - [BOUNTY $100] 🐜The Memanto Bug & Exploit Challenge
2	github	3.3	-	OPEN_ISSUE	https://github.com/relayhop/sn-monetization-runtime/issues/203	[radar] SN open bounty 2026-07-22T14:17
2	github	3.9	-	OPEN_ISSUE	https://github.com/Iamgoofball/-tg-station/issues/202	[BOUNTY] [$250] [EASY] [AGENTIC AI] Albuquerque/Turkey Refactor
0	github	66.3	-	OPEN_ISSUE	https://github.com/zendvolabs/zendvo/issues/311	Task 18: Add a mechanism for the admin to collect accumulated platform fees into a treasury wallet.
