# score	source	age_h	payout_hint	tags	url	title
6	sn/bitcoin	0.1	-	OPEN_NEED,LOW_COMP	https://stacker.news/items/1577872	Keep your projects anonymous or put your reputation behind them?
6	sn/tech	0.1	-	OPEN_NEED,LOW_COMP	https://stacker.news/items/1577872	Keep your projects anonymous or put your reputation behind them?
4	github	2.0	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/1128	[radar] SN open bounty 2026-09-20T18:42
3	github	39.5	1 USDC	OPEN_ISSUE,LOW_COMP	https://github.com/Arbiter-xyz/arbiter-app/issues/25	Stake amount input's step="0.01" silently blocks valid 7-decimal-place stake amounts the contract accepts
3	github	27.1	$10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	OPEN_ISSUE,LOW_COMP	https://github.com/OmniBlocks/bountyfarmer/issues/46	BIGGEST bounty EVERRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
2	sn/bitcoin	6.3	-	OPEN_NEED	https://stacker.news/items/1577589	Sunday Survey: Do you mine?
2	sn/bitcoin	12.8	-	OPEN_NEED	https://stacker.news/items/1577452	Recover Multi sig without a coordinator software???
2	github	1.9	-	OPEN_ISSUE	https://github.com/Mantitup-Org/vista/issues/62	Bug: vista deploy still breaks static hosts and platform adapters
2	github	1.9	-	OPEN_ISSUE	https://github.com/Mantitup-Org/vista/issues/61	Bounty: hunt bugs across the entire Vista framework
2	github	6.3	-	OPEN_ISSUE,LOW_COMP	https://github.com/ditto-assistant/ditto-subnet/issues/2054	Epic: 5% maintenance treasury and miner bounty operations
2	github	6.3	-	OPEN_ISSUE,LOW_COMP	https://github.com/ditto-assistant/ditto-subnet/issues/2047	Publish a GitHub-backed SN118 bounty board and contributor guide
2	github	6.3	-	OPEN_ISSUE,LOW_COMP	https://github.com/ditto-assistant/ditto-subnet/issues/2045	Design hotkey-signed bounty claiming, reservation, and contributor identity
2	github	6.3	-	OPEN_ISSUE,LOW_COMP	https://github.com/ditto-assistant/ditto-subnet/issues/2044	Specify the 5% SN118 maintenance treasury and governance contract
2	github	9.5	-	OPEN_ISSUE,LOW_COMP	https://github.com/relayhop/sn-monetization-runtime/issues/1124	[radar] SN open bounty 2026-09-20T11:15
0	github	4.8	-	OPEN_ISSUE	https://github.com/relayhop/sn-monetization-runtime/issues/1127	[radar] SN open bounty 2026-09-20T15:58
0	github	6.2	-	OPEN_ISSUE	https://github.com/Ikalus1988/MisakaNet/issues/1942	[Compat][Gemini CLI] 官方支持远端 MCP（`httpUrl`），写配方并给证据
0	github	6.2	-	OPEN_ISSUE	https://github.com/Ikalus1988/MisakaNet/issues/1941	[Compat][Copilot] 三套配置形状（VS Code / Copilot CLI / coding agent）的配方与证据
0	github	6.2	-	OPEN_ISSUE	https://github.com/Ikalus1988/MisakaNet/issues/1940	[Compat][Cursor] 写远端 MCP 配方并给出可复跑证据，把 Cursor 从 🔵 升到 ✅
0	github	6.3	-	OPEN_ISSUE	https://github.com/ditto-assistant/ditto-subnet/issues/2046	Implement bounty acceptance, payout proof, disputes, and public accounting
0	github	33.9	-	OPEN_ISSUE	https://github.com/relayhop/sn-monetization-runtime/issues/1122	[radar] SN open bounty 2026-09-19T10:50
