# tag	source	age_h	bounty	ncom	url	title
FRESH_LOW_COMP	github	0.4	0	0	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1043	📱 [BOUNTY] Mobile App iOS/Android
FRESH_LOW_COMP	github	0.4	0	0	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1042	🦾 [BOUNTY] EVA IONI Arm Prototype
FRESH_LOW_COMP	github	0.4	0	0	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1041	🪙 [BOUNTY] Multi-Currency Crypto BTC/ETH/ADA
FRESH_LOW_COMP	github	0.4	0	0	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1040	💵 [BOUNTY] Pagamenti Fiat USD/EUR/GBP
FRESH_LOW_COMP	github	0.4	0	0	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1039	🌱 [BOUNTY] Integrazione Sensori IoT per Orti Urbani
FRESH	github	0.4	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1048	📱 [BOUNTY] Mobile App iOS/Android
FRESH	github	0.4	0	1	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1047	🦾 [BOUNTY] EVA IONI Arm Prototype
FRESH	github	0.4	0	1	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1046	🪙 [BOUNTY] Multi-Currency Crypto BTC/ETH/ADA
FRESH	github	0.4	0	1	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1045	💵 [BOUNTY] Pagamenti Fiat USD/EUR/GBP
FRESH	github	0.4	0	1	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1044	🌱 [BOUNTY] Integrazione Sensori IoT per Orti Urbani
FRESH	sn/bitcoin	1.0	0	0	https://stacker.news/items/1543845	When Prophecy Fails: A Social and Psychological Study
FRESH	github	1.7	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1030	🌍 [FUTURA] Community Ambientale
FRESH	github	1.7	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1029	⛓️ [FUTURA] Blockchain per Dati Ambientali
FRESH	github	1.7	0	3	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1028	📱 [FUTURA] App Mobile Monitoraggio
FRESH	github	1.7	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1027	📊 [FUTURA] Analytics Ambientali
FRESH	github	1.7	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/1026	🔬 [FUTURA] Integrazione Sensori Ambientali
FRESH	sn/bitcoin	2.7	0	2	https://stacker.news/items/1543830	40 Blocks to 2: So like that's it? MANY months of "Run Knots Save Bitcoin" for..
FRESH	sn/bitcoin	5.3	0	2	https://stacker.news/items/1543777	Jeftovic: The "Bitcoin Only" Era Is Over...
