# tag	source	age_h	bounty	ncom	url	title
FRESH	github	1.6	0	5	https://github.com/DanielIoni-creator/MyZubsterWeb/issues/2	[Bounty] Complete marketplace API integration (orders, payments, users, webhooks)
FRESH	github	2.7	0	4	https://github.com/Vicentegg4212/sasmex-rss-bounty/issues/1	$5 Reward: find one Mexican RSS feed for SASMEX
FRESH	github	2.7	0	10	https://github.com/MyZubster-Ecosystem/MyZubster-Marketplace/issues/1	[Bounty] Integrate escrow with the marketplace
FRESH	github	2.7	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/66	[Bounty] Escrow gateway to coordinate orders and signatures
FRESH	github	2.7	0	9	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/65	[Bounty] Create AI agent for multisig (third signer)
FRESH	github	2.7	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/64	[Bounty] Integrate 2/3 multisig wallet with Monero
FRESH	github	2.8	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/63	[Bounty] Escrow gateway to coordinate orders and signatures
FRESH	github	2.8	0	2	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/62	[Bounty] Create AI agent for multisig (third signer)
FRESH	github	2.8	0	10	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/61	[Bounty] Integrate 2/3 multisig wallet with Monero
FRESH	github	2.8	0	3	https://github.com/MyZubster-Ecosystem/MyZubsterGateway/issues/60	[Bounty] Integrate 2/3 multisig wallet with Monero
FRESH	github	3.9	0	1	https://github.com/moorcheh-ai/memanto/pull/1725	fix: [BOUNTY $100] 🐜The Memanto Bug & Exploit Challenge
FRESH	sn/bitcoin	4.4	0	1	https://stacker.news/items/1535905	The Forest Reunion - How I lost my passion for music.
FRESH	github	5.1	0	6	https://github.com/jahmeergnlt/traefik/issues/1	🎯 Fix Race Condition Causing Stale Middleware Chain During Concurrent Provider Updates
FRESH	github	5.3	0	2	https://github.com/moorcheh-ai/memanto/pull/1724	feat(examples): add LangGraph checkpoint OKF migration showcase
