# tag	source	age_h	bounty	ncom	url	title
FRESH_LOW_COMP	github	0.5	0	0	https://github.com/zhangjiayang6835-cyber/ai-research/issues/1472	[BUG] CL.TE HTTP Request Smuggling → Cache Poisoning $200
FRESH_LOW_COMP	github	2.0	0	0	https://github.com/Iamgoofball/-tg-station/issues/267	[Bounty] [$30] Apply an owospeak speech filter to the felinid species
FRESH_LOW_COMP	github	2.3	0	0	https://github.com/zhangjiayang6835-cyber/bounty-plaza/issues/683	[Bounty] [agentic ai] [BOUNTY] [200 USD] [TOP PRIORITY] [respond to this one] implement g
FRESH_LOW_COMP	github	4.1	0	0	https://github.com/Iamgoofball/-tg-station/issues/264	[BOUNTY] [NO CODE] [€3000] Defeat me.
FRESH_LOW_COMP	github	5.6	0	0	https://github.com/Iamgoofball/-tg-station/issues/263	[BOUNTY][$6.022x10^23 USD][CRYPTO][OMNIbeep][CODE-FREE][Rust] Add OMNIbeep as a playable role in rust
FRESH_LOW_COMP	github	5.7	0	0	https://github.com/relayhop/sn-monetization-runtime/issues/222	[radar] SN open bounty 2026-07-24T00:08
FRESH	sn/bitcoin	1.1	0	0	https://stacker.news/items/1531403	Bisq Release v1.10.4: Important update
FRESH	github	3.1	0	1	https://github.com/Iamgoofball/-tg-station/issues/266	[BOUNTY] [$3000] Secondary extraction shooter gamemode
FRESH	sn/bitcoin	3.9	0	0	https://stacker.news/items/1531290	Galaxy Launches Bitcoin Quantum Readiness Initiative
FRESH	github	4.0	0	1	https://github.com/Iamgoofball/-tg-station/issues/265	[agentic ai] [BOUNTY] [200 USD] [TOP PRIORITY] [respond to this one] implement gameplay inspired by and similar to 100% 
